model,batch_size,mig_slices,frequency,avg_power_draw,dynamic_power_draw,throughput,latency
gpt,1,7,1410,174.9010500605571,101.46751327156628,0.2217290079527577,4526.850461959839
gpt,1,4,1410,150.6656312612172,77.23209447222635,0.1954441408297105,5117.773771286011
gpt,1,3,1410,150.2656970139565,76.83216022496566,0.1949814940805917,5129.398107528687
gpt,1,2,1410,119.92890853480921,46.495371745818375,0.1206632508185863,8288.570880889893
gpt,1,7,1320,153.97291275415895,90.07244464889581,0.2206407566009099,4537.868499755859
gpt,1,4,1320,131.728148519657,67.82768041439385,0.1936334543087946,5165.250301361084
gpt,1,3,1320,131.7937395866968,67.89327148143366,0.1931970695132923,5176.982402801514
gpt,1,2,1320,105.90160502260171,42.00113691733858,0.1188461681036306,8415.469646453857
gpt,1,7,1230,140.19886717495984,82.91696444162653,0.2225652928055898,4499.862194061279
gpt,1,4,1230,119.37920921501707,62.09730648168376,0.1888086544862575,5297.636985778809
gpt,1,3,1230,118.99398226553762,61.712079532204314,0.1910909083881864,5233.7822914123535
gpt,1,2,1230,96.36134113215029,39.079438398816976,0.113795456192889,8789.03841972351
gpt,1,7,1140,130.63750372439478,78.05934405772813,0.2217504516756359,4512.465238571167
gpt,1,4,1140,108.86022108527132,56.28206141860467,0.1781930631821642,5612.385988235474
gpt,1,3,1140,108.4348391256487,55.85667945898204,0.1799324399226488,5558.502912521362
gpt,1,2,1140,87.842088876415,35.263929209748355,0.1103057590866012,9066.302061080933
gpt,1,7,1050,123.18136979969184,73.62260653988793,0.2295668519567331,4366.660594940186
gpt,1,4,1050,100.92564114902304,51.366877889219126,0.1737817135459456,5756.187438964844
gpt,1,3,1050,100.21085472118959,50.65209146138568,0.1770188524602646,5650.149583816528
gpt,1,2,1050,81.65756009685231,32.0987968370484,0.1106195341634926,9041.335821151732
gpt,1,7,960,122.12912220961029,74.36740233205927,0.2252748302103072,4453.078269958496
gpt,1,4,960,97.04996792834442,49.288248050793406,0.1643417650458392,6086.034536361694
gpt,1,3,960,96.54532689832689,48.78360702077588,0.168208231991721,5946.26784324646
gpt,1,2,960,79.6535108209296,31.891790943378588,0.1089709040563477,9177.629709243774
gpt,1,7,870,119.51719644527596,72.39924949352157,0.2219286091695614,4509.928941726685
gpt,1,4,870,94.01635443701664,46.898407485262254,0.15599777405005,6411.03458404541
gpt,1,3,870,93.04994214174565,45.931995189991255,0.1587995558086772,6297.959566116333
gpt,1,2,870,77.69561004235791,30.577663090603522,0.1018904321676506,9816.474437713625
gpt,1,7,780,115.69510050628163,69.00933031580544,0.2027423842395607,4932.852268218994
gpt,1,4,780,91.07385732780942,44.38808713733323,0.1539301658311256,6497.316122055054
gpt,1,3,780,90.27309033719175,43.587320146715555,0.1448695002259147,6903.68390083313
gpt,1,2,780,76.54067510585745,29.854904915381255,0.1006282914425387,9938.881158828735
gpt,1,7,690,111.0880873801917,65.32716497181488,0.1890612352858886,5290.028095245361
gpt,1,4,690,87.94209493192133,42.181172523544504,0.1442725365915542,6932.063102722168
gpt,1,3,690,86.80945076536442,41.04852835698759,0.1361786780864266,7344.033002853394
gpt,1,2,690,75.20070630512905,29.439783896752218,0.097411504192917,10268.077611923218
