model,batch_size,mig_slices,frequency,avg_power_draw,dynamic_power_draw,throughput,latency
diffusion_256_256,1,2.0,210,51.49285516680228,51.49285516680228,0.0803977021709593,12443.491201400757
diffusion_256_256,1,2.0,210,51.43750063492064,51.43750063492064,0.0803928663230107,12445.668654441832
diffusion_256_256,1,3.0,210,54.37778865131579,54.37778865131579,0.1031585613022582,9696.83301448822
diffusion_256_256,1,4.0,210,56.123000413907285,56.123000413907285,0.122980714479651,8136.548247337341
diffusion_256_256,1,7.0,210,61.82813787281936,61.82813787281936,0.1670758768524134,5987.412219047546
diffusion_256_256,1,2.0,240,53.18481741835148,53.18481741835148,0.0915256250775478,10933.896775245668
diffusion_256_256,1,3.0,240,56.063214765100675,56.063214765100675,0.1174093141535888,8520.427646636963
diffusion_256_256,1,4.0,240,57.812151715833835,57.812151715833835,0.1397807933448102,7157.701177597046
diffusion_256_256,1,7.0,240,64.41782919056723,64.41782919056723,0.1893109474142626,5283.319463729858
diffusion_256_256,1,2.0,330,56.97752251876564,56.97752251876564,0.1243436498307336,8045.385990142822
diffusion_256_256,1,3.0,330,60.61817095483133,60.61817095483133,0.1592175476451689,6283.857011795044
diffusion_256_256,1,4.0,330,62.988631979695434,62.988631979695434,0.1889718427131734,5298.381905555725
diffusion_256_256,1,7.0,330,71.03265217391304,71.03265217391304,0.2535175886990364,3946.2932538986206
diffusion_256_256,1,2.0,420,60.91187514654162,60.91187514654162,0.156204992834606,6403.554906845093
diffusion_256_256,1,3.0,420,65.55568385800402,65.55568385800402,0.1997106421265016,5008.935480117798
diffusion_256_256,1,4.0,420,68.39611252653927,68.39611252653927,0.2364052547602418,4235.038666725159
diffusion_256_256,1,7.0,420,77.67565331928346,77.67565331928346,0.3133766491645551,3192.42781162262
diffusion_256_256,1,2.0,510,63.84224968632372,63.84224968632372,0.1872051448136321,5345.383610725403
diffusion_256_256,1,3.0,510,69.38806736842105,69.38806736842105,0.2388652705976322,4189.818124771118
diffusion_256_256,1,4.0,510,72.55567206477733,72.55567206477733,0.281762860331997,3551.6250324249268
diffusion_256_256,1,7.0,510,83.40471144278607,83.40471144278607,0.3702425209928653,2701.3315534591675
